price	cut	color	clarity	depth	table	x	y	z
15991	Premium	D	VS2	61.5	58	7.48	7.51	4.61
15992	Ideal	G	VVS1	61.8	55	7.43	7.45	4.59
15992	Premium	H	SI2	62.7	56	8.46	8.42	5.29
15992	Very Good	H	SI2	63.3	56	8.1	8.08	5.12
15992	Ideal	E	SI1	62.2	56	7.72	7.67	4.79
15992	Ideal	D	VS2	62.6	56	7.27	7.21	4.53
15993	Ideal	J	SI2	61.5	53	8.78	8.74	5.39
16003	Good	I	VS2	63.6	57	7.87	7.95	5.03
16004	Premium	J	SI1	61.8	61	8.46	8.39	5.21
16013	Good	F	SI2	62.9	58	7.89	8.01	5
16018	Ideal	I	VS2	61.5	58	8.19	8.11	5.01
16021	Premium	H	SI2	62.3	57	8.55	8.5	5.31
16023	Premium	E	VS1	62.5	58	7.21	7.28	4.53
16025	Premium	J	VS1	61.7	58	8.41	8.34	5.17
16031	Premium	H	SI2	62.8	56	8.04	7.98	5.03
16041	Very Good	I	SI2	62.9	57	8.34	8.41	5.27
16043	Very Good	J	VVS2	63.2	60	7.94	7.88	5
16048	Very Good	F	VS2	59.1	59	7.45	7.48	4.41
16049	Premium	E	VS2	61.6	58	7.35	7.32	4.52
16055	Ideal	F	VS1	62.2	55	7.29	7.41	4.57
16062	Ideal	J	VS2	62.4	56	8.44	8.49	5.28
16064	Very Good	E	SI2	62.9	56	7.94	8	5.01
16064	Premium	E	SI2	58.7	54	8.27	8.2	4.83
16068	Premium	G	VVS2	60.6	60	7.51	7.57	4.57
16068	Premium	I	VS2	58.6	62	8.2	8.17	4.8
16073	Very Good	G	VS2	62.8	59	7.53	7.62	4.76
16073	Very Good	D	IF	63.3	59	6.37	6.33	4.02
16077	Very Good	H	SI2	62.3	57	8.3	8.36	5.19
16080	Very Good	I	VS2	58.6	60	8.48	8.55	4.99
16082	Very Good	F	VS1	63.3	58	7.34	7.3	4.63
16085	Good	F	SI2	64.1	57	7.78	7.82	5
16086	Fair	D	SI2	66.9	57	7.87	7.76	5.23
16091	Premium	G	VS2	61.3	58	7.39	7.33	4.51
16097	Premium	I	SI2	62.5	59	8.36	8.28	5.2
16098	Premium	H	SI2	60	60	6.29	6.25	4.96
16100	Premium	J	VVS1	62.1	58	8.49	8.42	5.25
16104	Premium	G	VVS1	60.4	59	7.48	7.38	4.49
16104	Ideal	G	VVS1	62.4	55	7.39	7.3	4.58
16111	Very Good	H	SI2	63.4	57	8	7.93	5.05
16112	Premium	G	SI2	60.9	57.4	8.17	8.27	5
16116	Very Good	F	VVS2	63.8	59	7.17	7.25	4.6
16128	Ideal	I	SI1	62.4	56	8.07	8.11	5.05
16129	Very Good	E	VS1	59.5	59	7.48	7.54	4.47
16131	Ideal	F	VS1	62.1	57	7.73	7.64	4.77
16146	Ideal	H	SI2	60.3	59	8.34	8.41	5.05
16147	Ideal	I	SI2	62.4	56	8.26	8.3	5.17
16149	Good	I	VS2	63.6	57	7.95	7.87	5.03
16149	Premium	I	VS2	61.6	61	8.08	7.97	4.94
16151	Very Good	H	SI2	62.3	59	8.15	8.19	5.09
16169	Very Good	G	VS2	62.9	57	7.64	7.68	4.82
16169	Ideal	G	VVS1	60.8	57	7.45	7.49	4.54
16169	Premium	E	VS1	62.5	58	7.28	7.21	4.53
16170	Very Good	H	SI2	63.2	57	8.56	8.5	5.39
16171	Ideal	G	VS1	61.3	56	7.41	7.37	4.53
16174	Premium	J	VS1	60.3	58	8.58	8.53	5.16
16181	Ideal	I	SI2	61.8	57	8.45	8.48	5.23
16183	Ideal	G	VS2	61.3	55	7.55	7.6	4.64
16187	Premium	E	VS1	60.1	59	7.49	7.45	4.49
16187	Ideal	I	SI2	62.9	57	8.41	8.34	5.27
16190	Premium	I	SI2	62.4	55	8.41	8.34	5.23
16191	Premium	I	SI1	62.5	59	8.05	8.01	5.02
16192	Very Good	I	SI1	59.8	59	8.21	8.3	4.94
16193	Premium	I	I1	62.4	56	9.86	9.81	6.13
16195	Premium	H	SI2	62.6	57	8.77	8.73	5.48
16198	Premium	J	SI2	58.5	59	8.85	8.82	5.17
16206	Good	E	SI2	57.6	63	8.2	8.16	4.73
16210	Very Good	F	SI2	62.5	60	8.14	8.06	5.06
16215	Premium	G	VVS2	60.6	60	7.57	7.51	4.57
16219	Very Good	G	VS1	61.9	57	7.39	7.32	4.55
16223	Good	G	VS1	58.6	62	7.83	7.88	4.6
16231	Good	F	SI2	58.1	64	8.23	8.19	4.77
16232	Premium	E	SI1	61.9	58	7.94	7.88	4.9
16235	Ideal	G	SI2	62.9	56	8.13	8.04	5.08
16237	Premium	F	SI2	62.5	59	8.51	8.44	5.3
16239	Good	H	SI2	63.8	57	8.71	8.65	5.54
16239	Good	H	SI2	63.8	57	8.71	8.65	5.54
16239	Very Good	H	VS2	63.3	58	8.25	8.22	5.21
16240	Ideal	H	VS1	61.5	55	7.69	7.73	4.74
16241	Good	I	SI2	56.9	60	8.73	8.66	4.95
16253	Ideal	D	VVS1	62.4	57	6.88	6.83	4.28
16253	Premium	E	SI1	62.6	58	7.67	7.59	4.78
16256	Ideal	F	SI2	62.2	57	8.07	8.03	5.01
16262	Premium	G	SI2	61.8	58	8.05	7.99	4.96
16273	Premium	J	VS2	62.6	59	8.52	8.49	5.32
16274	Ideal	J	SI1	60.6	57	8.62	8.76	5.26
16278	Premium	J	SI2	59.3	58	8.83	8.87	5.25
16280	Fair	F	SI1	65.4	58	7.9	7.84	5.15
16280	Very Good	H	SI1	60.9	58	8.07	8.15	4.94
16286	Very Good	D	SI1	61.9	58	7.74	7.79	4.81
16287	Premium	H	SI1	58.2	62	8.26	8.21	4.79
16287	Premium	H	SI2	60.5	61	8.14	8.09	4.91
16287	Ideal	I	SI1	64.8	62	7.92	7.82	5.1
16290	Ideal	F	SI2	61.3	57	8.11	8.16	4.99
16291	Good	I	VS2	63.6	60	7.95	8.03	5.08
16294	Very Good	F	VS2	61.4	58	7.63	7.68	4.7
16294	Good	I	SI1	57.9	63	8.37	8.46	4.87
16295	Good	G	SI2	63.7	61	8.03	7.99	5.1
16297	Ideal	G	VS2	61.5	56	7.59	7.62	4.68
16300	Ideal	H	IF	61.5	53	7.57	7.69	4.66
16304	Very Good	I	VS2	59.6	60	8.13	8.19	4.86
16304	Good	I	VS2	62.4	62	7.91	7.99	4.96
16304	Premium	J	SI1	59.7	58	8.75	8.71	5.21
16309	Premium	I	VS2	58.5	60	8.37	8.34	4.89
16314	Premium	G	SI2	62	61	8.82	8.75	5.45
16319	Very Good	H	SI2	60	60	8.21	8.17	4.91
16319	Ideal	J	VS1	60.9	56	8.14	8.18	4.97
16319	Ideal	H	SI2	62	56	8.18	8.23	5.09
16323	Premium	G	SI1	62.3	61	8.07	7.96	4.99
16329	Ideal	I	SI2	61.8	57	8.48	8.45	5.23
16337	Ideal	I	SI2	62	55	8.22	8.12	5.07
16340	Premium	H	SI2	62.3	58	8.51	8.44	5.28
16340	Ideal	F	SI1	61.4	54	7.86	7.82	4.81
16343	Ideal	G	VVS1	61.4	57	7.38	7.4	4.54
16353	Very Good	H	SI2	63.5	56	8.68	8.65	5.5
16353	Very Good	H	SI2	63.5	56	8.68	8.65	5.5
16357	Premium	G	SI2	60.1	59	8.2	8.3	4.96
16358	Ideal	E	VS2	61.4	57	7.54	7.58	4.64
16363	Very Good	I	VS2	60.3	60.5	8.22	8.29	4.98
16364	Fair	F	VVS2	64.7	53	7.22	7.15	4.65
16364	Ideal	F	SI1	61.8	57	7.79	7.83	4.83
16368	Premium	I	SI1	60.9	60	8.13	8.1	4.94
16369	Premium	J	VS2	62.4	58	8.45	8.35	5.24
16378	Very Good	I	VS2	60.6	58	8.24	8.29	5.01
16384	Ideal	F	VS2	61.9	57	7.73	7.62	4.75
16386	Fair	D	SI1	65	55	7.94	7.84	5.13
16390	Premium	H	VS2	61.7	58	8.28	8.22	5.09
16392	Very Good	I	SI1	62.3	60	8.01	8.07	5.01
16392	Premium	I	SI1	62.9	59	8.15	8.09	5.11
16395	Premium	H	VS2	60.8	61	8.32	8.28	5.05
16397	Very Good	I	SI1	60.7	60	8.46	8.4	5.12
16397	Ideal	J	VS1	61.8	57	8.06	8.13	5
16398	Good	I	SI2	63.2	57	8.23	8.28	5.22
16400	Premium	H	SI2	59.7	60	8.38	8.3	4.98
16402	Very Good	F	VS1	60	60	7.39	7.42	4.44
16404	Ideal	D	SI2	62.7	56	8.25	8.18	5.14
16407	Very Good	D	VS1	61.2	63	7.28	7.32	4.47
16410	Good	F	SI2	62.2	57	7.91	7.97	4.94
16412	Very Good	E	SI2	63.7	58	7.91	7.94	5.05
16422	Very Good	I	VS2	59.9	59	8.32	8.24	4.96
16425	Good	D	SI2	60.3	56	8.08	8.11	4.88
16426	Premium	G	SI2	61.8	56	8.13	8.05	5
16427	Premium	J	SI2	59.3	58	8.87	8.83	5.25
16427	Ideal	J	VS2	60.3	57	8.41	8.45	5.08
16431	Premium	H	SI2	62.5	58	8.12	8.08	5.06
16437	Premium	G	SI2	61.8	58	8.1	8.15	5.02
16439	Good	I	VS2	63.6	60	8.03	7.95	5.08
16442	Very Good	H	SI2	56.8	61	8.52	8.42	4.81
16450	Ideal	J	VS2	62.7	57	8.43	8.36	5.26
16459	Very Good	I	VS2	60.4	60	8.14	8.19	4.93
16462	Very Good	G	SI2	57.9	60	8.41	8.56	4.91
16462	Very Good	E	SI2	59.5	58	8.17	8.27	4.89
16465	Ideal	J	VS1	61.7	56	8.83	8.77	5.43
16466	Ideal	H	SI2	62.4	57	8.19	8.16	5.1
16466	Ideal	J	SI2	62.3	57	8.66	8.57	5.37
16472	Premium	D	SI2	62.2	59	8.28	8.34	5.17
16479	Very Good	H	SI2	63	57	8.08	8.13	5.11
16483	Premium	I	VS2	60.5	62	8.22	8.17	4.96
16484	Premium	D	SI2	60.8	60	8.15	8.1	4.94
16492	Ideal	G	VVS1	61.4	57	7.4	7.38	4.54
16499	Premium	I	SI1	61.5	60	8.12	8.01	4.96
16499	Premium	H	SI2	61.6	58	8.12	8.02	4.97
425	Good	D	VVS1	60.3	66	3.91	3.95	2.37
425	Very Good	D	VS1	60	56	4.15	4.18	2.5
426	Very Good	G	VVS2	62.2	56	4.08	4.1	2.54
426	Ideal	H	VS1	61.9	54	4.07	4.1	2.53
426	Ideal	F	SI2	61.9	54	4.51	4.53	2.8
426	Ideal	D	SI2	62	56	4.31	4.34	2.68
426	Ideal	G	SI1	62.2	54	4.13	4.17	2.58
426	Very Good	G	VS1	62.1	59	4.22	4.25	2.63
427	Very Good	I	VVS2	62.7	55	4.09	4.12	2.57
427	Very Good	G	VS2	62	56	4.16	4.19	2.59
427	Very Good	J	VS1	59.5	60	4.39	4.45	2.63
427	Very Good	J	VS1	61.1	61	4.33	4.38	2.66
427	Ideal	E	SI2	61.3	56	4.42	4.45	2.72
427	Ideal	E	SI2	62.2	54	4.44	4.46	2.77
427	Ideal	E	SI2	61.7	55	4.44	4.47	2.75
427	Ideal	E	SI2	61	56	4.42	4.44	2.7
427	Ideal	E	SI2	61.6	56	4.4	4.43	2.72
428	Very Good	E	VS1	62.2	59	4.19	4.23	2.62
429	Very Good	H	VS1	61.9	56	4.22	4.24	2.61
429	Very Good	H	VS1	61.9	56	4.18	4.2	2.59
429	Very Good	H	VS1	63.1	55	4.17	4.2	2.64
429	Very Good	H	VS1	62.4	56	4.2	4.23	2.63
429	Very Good	F	VS1	62.4	55	4.12	4.15	2.58
429	Ideal	J	VS1	61.7	55.1	4.36	4.39	2.7
429	Ideal	J	VS1	61.9	54.7	4.34	4.36	2.69
429	Ideal	G	SI2	61.6	55.6	4.34	4.37	2.69
429	Premium	I	VS2	62.4	58	4.23	4.2	2.63
429	Premium	H	SI2	62	58	4.47	4.5	2.78
645	Ideal	G	VS1	62	56	4.35	4.39	2.71
645	Ideal	F	VS2	62.4	56	4.35	4.37	2.72
645	Ideal	G	VS1	62.3	55	4.37	4.4	2.73
645	Ideal	F	VS2	62.5	56	4.36	4.38	2.73
645	Premium	F	VS2	61.7	58	4.38	4.41	2.71
645	Very Good	G	VS1	61.8	60	4.35	4.36	2.69
645	Ideal	H	VVS2	61.8	55	4.38	4.42	2.72
645	Very Good	G	VS1	62.1	56	4.4	4.43	2.74
645	Premium	F	VS2	62.1	59	4.35	4.41	2.72
645	Ideal	F	VS2	61.5	56	4.4	4.42	2.71
645	Premium	F	VS2	61.5	58	4.39	4.42	2.71
645	Good	F	VS2	63.2	58	4.32	4.35	2.74
645	Ideal	F	VS2	62.2	55	4.35	4.37	2.71
645	Very Good	G	VS1	62.9	57	4.37	4.4	2.76
645	Premium	G	VS1	61.4	58	4.36	4.4	2.69
645	Ideal	F	VS2	61.1	57	4.4	4.44	2.7
645	Good	G	VS1	63.2	55	4.37	4.39	2.77
645	Very Good	F	VS2	62.8	57	4.33	4.36	2.73
645	Ideal	F	VS2	61.6	57	4.4	4.43	2.72
645	Good	F	VS2	63.4	57	4.32	4.36	2.75
645	Ideal	G	VS1	61.6	56	4.38	4.42	2.71
645	Very Good	G	VS1	62.5	60	4.29	4.35	2.7
645	Ideal	G	VS1	61.2	56	4.39	4.43	2.7
645	Very Good	F	VS2	60.8	58	4.41	4.44	2.69
16505	Ideal	G	SI2	62.5	56	8.1	8.05	5.05
16506	Fair	F	SI2	59.5	69	8.35	8.25	4.94
16512	Good	H	SI2	63.7	57	8.12	8.03	5.14
16512	Ideal	I	VS2	60.3	61	8.29	8.22	4.98
16513	Ideal	F	SI1	61.8	57	7.83	7.79	4.83
16518	Premium	E	VS1	62.7	58	7.25	7.33	4.57
16519	Good	F	VS1	63.4	60	7.25	7.3	4.61
16520	Ideal	F	VS1	62.1	56	7.38	7.34	4.57
16521	Premium	G	VS1	61	59	7.7	7.64	4.68
16530	Ideal	H	SI2	60	58	8.47	8.5	5.09
16544	Good	I	VS2	63.3	56	7.98	8.03	5.07
16545	Ideal	F	VVS1	61.1	57	7.2	7.28	4.42
16547	Ideal	G	IF	59.8	54	7.75	7.63	4.6
16547	Very Good	I	SI2	63.2	57	8.28	8.23	5.22
16551	Premium	F	VS1	60	60	7.42	7.39	4.44
16558	Very Good	I	SI2	61.7	57.7	8.37	8.43	5.18
16558	Premium	E	VS1	60.3	60	7.43	7.34	4.45
16560	Ideal	I	SI1	61.8	56	8.07	8.09	4.99
16564	Premium	J	VS2	62.9	58	8.42	8.34	5.27
16565	Good	H	SI2	60.2	55	8.08	8.19	4.9
16570	Ideal	E	VS2	62.3	57	7.39	7.44	4.62
16575	Ideal	I	SI2	60.5	56	8.49	8.54	5.15
16575	Ideal	D	SI1	60.3	60	7.69	7.77	4.66
16580	Very Good	F	SI1	63.6	58	7.91	7.98	5.05
16582	Very Good	H	SI1	60.6	62	8.05	8.08	4.89
16582	Good	E	SI2	60	64	8.09	8.17	4.88
16583	Premium	F	VS2	58.7	59	7.87	7.78	4.59
16587	Premium	G	SI2	61.8	58	8.15	8.1	5.02
16592	Ideal	J	VS1	62.6	54.2	8.37	8.41	5.25
16593	Good	I	VS2	57.9	62	8.28	8.36	4.82
16599	Ideal	G	VVS1	59.9	56	7.57	7.64	4.55
16601	Premium	G	VVS1	60.6	58	7.49	7.45	4.53
16603	Very Good	F	SI2	61.5	56	8.15	8.18	5.02
16613	Very Good	F	VVS2	58	65	7.58	7.62	4.41
16616	Very Good	I	VS2	61	61	8.08	8.14	4.95
16617	Ideal	J	VVS2	62.7	54	8.12	8.17	5.11
16618	Ideal	G	VS1	62.1	55	7.74	7.59	4.76
16624	Good	D	SI2	59.9	65	8	8.07	4.81
16626	Premium	I	VS2	60.5	60	8.15	8.17	4.94
16626	Very Good	I	VS2	62.7	58	7.94	7.98	4.99
16626	Ideal	I	SI1	61.9	56	8.17	8.19	5.06
16628	Premium	E	VS1	59.9	60	7.39	7.47	4.45
16628	Premium	E	VS1	60.6	58	7.38	7.44	4.49
16629	Premium	H	SI2	60.4	59	8.33	8.28	5.02
16629	Ideal	H	SI2	63	57	8.13	8.08	5.11
16632	Very Good	G	VS2	62.6	58	7.63	7.67	4.79
16636	Premium	E	VS1	62.4	55	7.41	7.33	4.6
16641	Very Good	J	VS1	61.4	58.5	8.13	8.16	5
16642	Ideal	H	SI2	61.6	55	8.18	8.12	5.02
16643	Ideal	G	VS1	61.5	55	7.62	7.67	4.7
16643	Premium	H	SI1	58.2	60	8.81	8.78	5.12
16650	Ideal	E	SI1	62.6	57	8.08	8.01	5.04
16656	Premium	H	SI2	61.4	57	8.43	8.35	5.15
16665	Ideal	H	SI1	62.3	57	8.04	8.14	5.04
16670	Very Good	F	VS1	63.4	60	7.3	7.25	4.61
16683	Ideal	H	VS1	62	57	7.84	7.78	4.84
16688	Ideal	D	VS1	63	53.4	7.28	7.3	4.6
16689	Ideal	J	VS1	61.8	59	8.34	8.37	5.16
16690	Good	H	SI2	60.4	64	8.38	8.47	5.09
16693	Very Good	I	SI1	62.2	59	8.03	8.09	5.01
16694	Very Good	I	VS2	63.3	56	8.03	7.98	5.07
16700	Premium	I	VS2	61.7	60	8.09	8.02	4.97
16703	Ideal	H	SI2	60.6	57	8.3	8.2	5
16704	Ideal	I	SI1	62.2	57	8.1	8.04	5.02
16707	Ideal	I	SI2	62.8	55	8.47	8.5	5.33
16709	Ideal	I	SI2	61.7	58	8.43	8.37	5.18
16709	Ideal	I	SI1	62.4	57	8.68	8.59	5.39
16715	Premium	I	SI1	61	60	8.68	8.61	5.27
16716	Very Good	F	VVS2	61.4	58	7.31	7.34	4.5
16718	Ideal	I	SI1	61	57	8.18	8.21	5
16723	Premium	H	SI2	62	60	8.27	8.19	5.1
16723	Ideal	I	VS1	61.9	57	8.28	8.22	5.11
16728	Very Good	F	SI2	60.3	60	8.08	8.11	4.88
16731	Good	I	SI1	58.8	60	8.27	8.19	4.84
16733	Premium	H	SI1	60.9	59	8.15	8.04	4.93
16733	Premium	H	SI1	61.5	53	8.13	8.03	4.97
16733	Ideal	H	SI1	65.1	56	7.91	7.84	5.12
16733	Premium	G	SI2	59	60	8.31	8.26	4.89
16736	Premium	D	VS2	59.3	59	7.54	7.61	4.49
16742	Very Good	G	SI1	63.2	56	8.04	7.96	5.06
16750	Very Good	D	VS1	59.1	59	7.51	7.55	4.45
16754	Ideal	F	VVS2	62.6	57	7.36	7.25	4.57
16768	Premium	I	VS2	61	61	8.14	8.08	4.95
16769	Ideal	J	VVS2	62.7	54	8.17	8.12	5.11
16776	Good	D	SI2	59.9	65	8.07	8	4.81
16778	Premium	G	SI2	60.7	60	8.27	8.37	5.05
16778	Premium	I	VS2	62.8	58	8.01	7.94	5.01
16778	Premium	I	VS2	62.7	58	7.98	7.94	4.99
16778	Premium	I	VS2	59.2	62	8.17	8.14	4.83
16778	Premium	I	VS2	62.6	59	8.04	8.01	5.02
16778	Premium	I	VS2	61	61	8.15	7.99	4.92
16778	Premium	I	VS2	60.5	60	8.17	8.15	4.94
16779	Premium	F	VS2	60.8	58	7.79	7.7	4.71
16783	Premium	E	SI2	62.9	59	8.18	8.13	5.13
16783	Ideal	G	VS2	62.6	56	7.72	7.65	4.81
16783	Premium	G	VS2	61.5	59	7.76	7.66	4.74
16786	Very Good	F	VVS2	63.7	57	7.28	7.31	4.65
16787	Premium	I	SI1	61.2	58	8.21	8.16	5.01
16789	Good	I	VS2	57.9	62	8.25	8.3	4.79
16790	Ideal	F	VS1	61.3	56	7.54	7.63	4.65
16791	Very Good	J	VS2	62.2	60	8.49	8.51	5.29
16792	Ideal	I	VS2	62.7	57	8.02	8.05	5.04
16793	Premium	D	VS1	62.8	58	7.29	7.26	4.57
16793	Ideal	J	VS1	61.4	59	8.16	8.13	5
16803	Ideal	G	VS2	62.1	57	7.73	7.69	4.79
16804	Premium	F	SI1	62.1	59	8.33	8.26	5.15
16805	Premium	G	SI2	61.4	58	8.41	8.32	5.14
16807	Very Good	G	VS2	62.9	58	7.58	7.65	4.79
16808	Ideal	F	VVS1	61.9	57	7.2	7.14	4.44
16811	Very Good	I	VS1	64.4	56	7.84	7.9	5.07
16813	Premium	G	VS1	62.7	58	7.66	7.62	4.79
16817	Ideal	G	VS2	61.8	57	7.7	7.6	4.73
16820	Premium	I	VS2	60.1	58	8.83	8.76	5.29
16823	Ideal	E	IF	61.8	55	6.95	6.9	4.28
16842	Very Good	J	SI1	63.8	55	8.51	8.6	5.46
16857	Premium	F	SI2	61.7	59	8.21	8.13	5.04
16861	Premium	I	VS2	59.6	60	8.25	8.2	4.9
16872	Premium	D	SI2	61.8	60	8.09	8.13	5.01
16872	Very Good	H	SI1	63.3	59	8.02	8	5.07
16874	Very Good	I	VS2	62.5	58	8.09	8.22	5.1
16881	Premium	F	SI2	60.3	60	8.11	8.08	4.88
16881	Premium	F	SI2	61.3	61	8.11	8.01	4.94
16889	Premium	D	VS2	59.3	59	7.61	7.54	4.49
16896	Premium	I	VS2	60.8	58	8.26	8.19	5
16900	Ideal	H	SI1	64.4	54	7.97	7.92	5.12
16900	Ideal	H	SI1	62.9	57	8.07	7.99	5.05
16901	Very Good	H	SI1	62.6	59	7.95	7.98	4.99
16904	Ideal	I	SI1	62.4	57	8.43	8.37	5.24
16914	Very Good	I	VS2	59.7	57	8.41	8.48	5.04
16914	Very Good	I	VS1	59.8	63	8.11	8.14	4.86
16914	Very Good	I	VS1	62.9	62	7.98	8.02	5.03
16914	Ideal	J	SI2	62.1	57	8.83	8.88	5.5
16916	Ideal	E	VS1	62.4	54	7.32	7.39	4.59
16921	Premium	D	VS2	62.7	59	7.33	7.29	4.58
16922	Ideal	G	SI2	61	54	8.01	8.13	4.92
16929	Premium	G	SI2	61.3	56	8.22	8.16	5.02
16931	Premium	G	SI2	60.7	60	8.37	8.27	5.05
16937	Ideal	H	SI2	62.1	55	8.52	8.54	5.3
16941	Premium	H	VS1	60.5	60	7.98	8.06	4.85
16948	Ideal	G	VVS2	62.2	55	7.33	7.35	4.57
16955	Very Good	G	VS1	60.6	59	7.74	7.63	4.66
16955	Ideal	I	VS2	61.9	57	8.7	8.68	5.38
16956	Very Good	E	SI1	60.8	59	8.14	8.2	4.97
16956	Premium	H	SI1	58.5	58	8.3	8.25	4.84
16957	Premium	E	SI1	61.2	58	8.24	8.19	5.03
16960	Premium	G	VS2	62.9	58	7.65	7.58	4.79
16960	Ideal	I	SI1	62	56	8.12	8.17	5.05
16969	Ideal	E	SI2	62	55	8.49	8.45	5.25
16975	Premium	F	VS2	61.2	58	7.76	7.69	4.73
16985	Premium	H	SI1	62.1	61	8.06	7.99	4.98
16987	Ideal	I	SI2	62.5	57	8.57	8.51	5.34
16988	Very Good	E	VS1	59.5	61	7.43	7.46	4.43
16992	Premium	H	SI2	59.1	59	8.47	8.43	4.99
16996	Premium	H	SI2	61.1	59	8.41	8.35	5.12
17000	Premium	I	SI2	58.8	58	8.7	8.64	5.1
17001	Premium	H	SI2	62.1	58	8.17	8.22	5.09
17003	Very Good	H	SI1	61.5	60	8.09	8.01	4.95
17005	Very Good	F	SI2	62	54	8.03	8.12	5.01
17006	Ideal	H	SI1	61.9	57	8.09	8.14	5.02
17010	Ideal	J	VS2	61.1	57	8.44	8.47	5.17
17012	Premium	G	SI2	61.7	58	8.2	8.15	5.04
17014	Premium	G	SI2	59.9	62	8.15	8.04	4.85
17016	Premium	H	SI1	61.6	58	8.35	8.3	5.13
17019	Very Good	H	SI1	59.8	58	8.23	8.26	4.93
17024	Very Good	E	SI2	62	61	8.04	8.1	5
17024	Very Good	E	SI2	58.9	60	8.2	8.24	4.84
17027	Fair	G	SI2	64.6	57	8.6	8.55	5.54
17028	Very Good	J	SI1	62.8	57	8.58	8.65	5.41
17028	Premium	I	VS2	62.5	58	8.22	8.09	5.1
17029	Ideal	F	VS2	61	56	7.44	7.49	4.55
17036	Very Good	G	VS1	59.6	60	7.76	7.9	4.67
17038	Premium	I	VS2	60.7	59	8.28	8.33	5.04
17041	Premium	G	VS1	62.3	58	7.61	7.65	4.75
17042	Ideal	D	IF	60.9	54	6.66	6.73	4.08
17045	Premium	F	SI2	61.5	58	8.28	8.33	5.11
17045	Ideal	I	VS2	60.3	59	8.23	8.28	4.98
17049	Ideal	G	VS1	61.4	57	7.65	7.72	4.72
17049	Ideal	F	SI2	62.4	56	8.07	8.14	5.06
17050	Ideal	G	VS1	62	54	7.53	7.5	4.6
17051	Good	J	VS1	59.3	61	8.47	8.55	5.05
17051	Ideal	G	VS2	61.8	57	8.24	8.17	5.07
17052	Very Good	F	VS2	58.5	61	7.88	7.79	4.58
17057	Very Good	F	VVS2	62.8	59	7.28	7.34	4.59
17057	Premium	G	VS2	60.6	59	8.16	8.12	4.93
17063	Ideal	H	SI2	61.8	57	8.24	8.3	5.11
17065	Very Good	H	SI2	62.8	58	8.17	8.22	5.15
17066	Premium	E	SI2	58.6	59	8.43	8.36	4.92
17068	Ideal	I	VS2	62.7	56	8.16	8.24	5.14
17068	Ideal	I	VS1	62.5	56	8.08	8.02	5.03
17068	Premium	H	VS2	60.1	61	8.14	8.06	4.87
17073	Very Good	G	VVS2	61.5	60	7.59	7.64	4.68
17076	Ideal	G	VS1	61.8	57	7.48	7.51	4.63
17078	Ideal	F	SI2	62.2	56	8.05	8.08	5.02
17079	Very Good	D	SI2	61.8	59	8.07	8.15	5.01
17081	Premium	E	SI2	59.7	59	8.27	8.39	4.97
17084	Very Good	I	VS2	63.1	60	7.95	7.99	5.03
17095	Ideal	G	SI2	62	55	8.23	8.13	5.07
17096	Premium	H	VS1	60.5	60	8.06	7.98	4.85
17099	Premium	G	SI2	60.1	59	8.29	8.21	4.96
17100	Very Good	D	IF	61.7	59	6.42	6.52	3.99
17108	Ideal	F	VS2	62	55	7.41	7.45	4.61
17111	Good	D	VS1	63.7	55	7.28	7.22	4.62
17114	Ideal	F	VS2	62.7	55	7.54	7.58	4.74
17114	Ideal	I	SI1	61.8	56	8.15	8.22	5.06
17116	Premium	E	SI2	61.3	60	8.82	8.73	5.38
17118	Very Good	E	SI2	60.6	59	8.11	8.25	4.96
17123	Ideal	G	SI2	62.5	54	8.28	8.35	5.2
17125	Ideal	G	VS2	62.4	55	7.63	7.68	4.78
17126	Ideal	I	SI1	59.9	60	8.27	8.2	4.93
17127	Premium	D	SI2	59.8	59	8.4	8.36	5.01
17136	Premium	G	SI2	60.4	61	8.21	8.12	4.93
17138	Very Good	E	SI2	62.5	56	8.08	8.17	5.08
17141	Ideal	H	SI1	62.4	58	8.07	8.03	5.02
17143	Premium	E	VS1	59.5	61	7.46	7.43	4.43
17149	Premium	J	VS1	62.4	58	8.41	8.36	5.23
17151	Good	I	SI1	57.8	58	8.58	8.54	4.95
17156	Premium	H	SI2	62.1	58	8.22	8.17	5.09
17162	Ideal	H	SI2	62	57	8.72	8.67	5.39
17164	Very Good	J	SI2	61.5	62	8.87	8.9	5.46
17166	Premium	H	SI2	61.5	58	8.14	8.1	4.99
17172	Premium	F	VS2	61.4	58	7.76	7.72	4.75
17172	Premium	F	SI1	58.8	61	8.29	8.23	4.86
645	Ideal	G	VS1	61.7	55	4.39	4.43	2.72
645	Ideal	F	VS2	62.5	56	4.37	4.43	2.75
645	Ideal	F	VS2	62.5	56	4.37	4.4	2.74
645	Premium	H	VVS2	62.3	58	4.33	4.37	2.71
645	Ideal	F	VS2	62.4	57	4.34	4.38	2.72
645	Ideal	G	VS1	62.3	56	4.37	4.39	2.73
645	Premium	F	VS2	60.7	58	4.41	4.45	2.69
645	Ideal	H	VVS2	62	55	4.39	4.42	2.73
645	Ideal	G	VS1	62.1	55	4.38	4.41	2.73
645	Premium	F	VS2	59.4	58	4.44	4.48	2.65
645	Very Good	G	VS1	62.8	54	4.38	4.41	2.76
645	Ideal	H	VVS2	61.2	56	4.4	4.43	2.7
645	Ideal	G	VS1	60.5	56	4.42	4.44	2.68
